"Test name","Test description","Labels","Last run status","Owner","Path","Created","Updated","Test ID","Test link"
"Arzt_Meine_Patienten_v1_BG","Meine Patienten hinzufügen und entfernen","","","Benjamin Gross","","2024-10-18T12:00:36Z","2024-10-21T04:55:29Z","gNNDue1dN7gv4LFg","https://app.testim.io/#/project/fzkzpGlrRy38Frr2AbfS/branch/master/test/gNNDue1dN7gv4LFg"
